一级类目,二级类目,三级类目,categoryId,typeId,rFBS_低档,rFBS_中档,rFBS_高档
电子产品,摄影和摄像设备配件,照片墨盒,17034975,91611,12%,14.50%,20%
电子产品,摄影和摄像设备配件,相机胶卷,17034975,971066314,12%,14.50%,20%
电子产品,摄影和摄像设备配件,胶卷盒,17034975,971159374,12%,14.50%,20%
电子产品,摄影和摄像设备配件,相机液晶屏保护罩,200001707,91738,12%,14.50%,20%
电子产品,摄影和摄像设备配件,相机配件,200001707,91740,12%,14.50%,20%
电子产品,摄影和摄像设备配件,相机背带,200001707,91746,12%,14.50%,20%
电子产品,摄影和摄像设备配件,取景器,200001707,970960410,12%,14.50%,20%
电子产品,摄影和摄像设备配件,闪光灯同步器,43434746,91749,12%,14.50%,20%
电子产品,摄影和摄像设备配件,视频发送器,43434746,971307628,12%,14.50%,20%
电子产品,摄影和摄像设备配件,蓝牙拍照按钮,43436319,91793,12%,14.50%,20%
电子产品,摄影和摄像设备配件,录音带,91787827,970892542,12%,14.50%,20%
电子产品,摄影和摄像设备配件,录像带,91787827,970892543,12%,14.50%,20%
电子产品,摄影和摄像设备配件,磁带,91787827,971159818,12%,14.50%,20%
电子产品,保护套,平板电脑保护套,17030718,115948509,12%,14.50%,20%
电子产品,保护套,耳机盒,17030719,97021,12%,14.50%,20%
电子产品,保护套,音响、播放器保护套,17030719,97024,12%,14.50%,20%
电子产品,保护套,耳机充电盒,17030719,971363141,12%,14.50%,20%
电子产品,保护套,手机挂绳,17030721,122770107,12%,14.50%,20%
电子产品,保护套,智能手机壳,17030721,97011,12%,14.50%,20%
电子产品,保护套,智能手机卡套,17030721,971444249,12%,14.50%,20%
电子产品,保护套,摄影摄像设备包,17030722,97022,12%,14.50%,20%
电子产品,保护套,电子书套,17030723,97020,12%,14.50%,20%
电子产品,保护套,电脑配件、外设保护套,17031737,97019,12%,14.50%,20%
电子产品,保护套,游戏机套,17031739,97015,12%,14.50%,20%
电子产品,保护套,智能手表保护玻璃、保护壳,43435624,97162,12%,14.50%,20%
电子产品,三脚架与稳定器,自拍杆,17031746,91776,12%,14.50%,20%
电子产品,三脚架与稳定器,折叠三脚架,17031746,91780,12%,14.50%,20%
电子产品,三脚架与稳定器,智能手机稳定器,17031746,99500,12%,14.50%,20%
电子产品,三脚架与稳定器,稳定器配件,17031748,863341198,12%,14.50%,20%
电子产品,三脚架与稳定器,三脚架移动平台,17031748,91775,12%,14.50%,20%
电子产品,三脚架与稳定器,三脚架平台,17031748,91777,12%,14.50%,20%
电子产品,三脚架与稳定器,三脚架云台,17031748,91782,12%,14.50%,20%
电子产品,音响和扬声器,家庭影院,17032071,95304,12%,14.50%,20%
电子产品,音响和扬声器,回音壁,17032072,95305,12%,14.50%,20%
电子产品,音响和扬声器,电脑音响系统,17034660,95318,12%,14.50%,20%
电子产品,音响和扬声器,智能音箱,17034662,447870437,12%,14.50%,20%
电子产品,音响和扬声器,无线音箱,17034662,95320,12%,14.50%,20%
电子产品,音响和扬声器,智能音箱备件,17034662,971450163,12%,14.50%,20%
电子产品,音响和扬声器,车载音响,17034746,96488,12%,14.50%,20%
电子产品,音响和扬声器,磁带播放器,17034746,970682682,12%,14.50%,20%
电子产品,音响和扬声器,组合音响,17034747,96489,12%,14.50%,20%
电子产品,音响和扬声器,卡拉OK系统,89750394,970863449,12%,14.50%,20%
电子产品,天线及配件,天线紧固件,200001708,97710,12%,14.50%,20%
电子产品,电池和蓄电池,充电宝,17034672,91886,12%,14.50%,20%
电子产品,电池和蓄电池,电池盒,17034672,971007032,12%,14.50%,20%
电子产品,电池和蓄电池,电池盒,43435856,91885,12%,14.50%,20%
电子产品,电池和蓄电池,手机电池 ,43443565,91880,12%,14.50%,20%
电子产品,VR设备及配件,3D眼镜,17036542,91899,12%,14.50%,20%
电子产品,VR设备及配件,VR眼镜,17036542,97239,12%,14.50%,20%
电子产品,VR设备及配件,虚拟现实配件,200001706,971104255,12%,14.50%,20%
电子产品,黑胶唱片播放器及配件,黑胶唱片机,17034885,115947054,12%,14.50%,20%
电子产品,黑胶唱片播放器及配件,黑胶唱片数字化仪,17034885,970958994,12%,14.50%,20%
电子产品,黑胶唱片播放器及配件,黑胶唱机配件、备件,17034885,971150003,12%,14.50%,20%
电子产品,黑胶唱片播放器及配件,唱片存储箱,43430351,970626359,12%,14.50%,20%
电子产品,黑胶唱片播放器及配件,唱片护理套件,43430351,970680397,12%,14.50%,20%
电子产品,黑胶唱片播放器及配件,唱片架,43430351,970864534,12%,14.50%,20%
电子产品,黑胶唱片播放器及配件,唱片套,43430351,97378,12%,14.50%,20%
电子产品,电子设备和配件,智能手机散热器,100381623,95136,12%,14.50%,20%
电子产品,电子设备和配件,智能手机屏幕放大镜,100381623,970856632,12%,14.50%,20%
电子产品,电子设备和配件,手机镜头,100381623,97159,12%,14.50%,20%
电子产品,电子设备和配件,手写笔配件,17034722,91562,12%,14.50%,20%
电子产品,电子设备和配件,手写笔,17034722,91574,12%,14.50%,20%
电子产品,电子设备和配件,智能笔,17034722,970877188,12%,14.50%,20%
电子产品,电子设备和配件,数码相框,17034942,91496,12%,14.50%,20%
电子产品,电子设备和配件,非接触式支付手环,200001709,970579909,12%,14.50%,20%
电子产品,电子设备和配件,智能戒指,200001709,970788293,12%,14.50%,20%
电子产品,电子设备和配件,智能名片,200001709,970868727,12%,14.50%,20%
电子产品,计算机冷却系统,导热膏刮刀,24632725,970671240,12%,14.50%,20%
电子产品,计算机冷却系统,热熔胶棒,24632725,970983153,12%,14.50%,20%
电子产品,计算机冷却系统,导热硅脂,24632725,99372,12%,14.50%,20%
电子产品,支架、固定架、底座,网络设备安装配件,17034739,95898,12%,14.50%,20%
电子产品,支架、固定架、底座,显示器支架,17034739,95902,12%,14.50%,20%
电子产品,支架、固定架、底座,电视支架,17034739,95905,12%,14.50%,20%
电子产品,支架、固定架、底座,电视装饰框,17034739,970715585,12%,14.50%,20%
电子产品,支架、固定架、底座,电视安全带,17034739,98411,12%,14.50%,20%
电子产品,支架、固定架、底座,DJ 设备机架,17034739,99022,12%,14.50%,20%
电子产品,支架、固定架、底座,显示器座,17034739,99379,12%,14.50%,20%
电子产品,支架、固定架、底座,手机气囊支架,43429661,268217788,12%,14.50%,20%
电子产品,支架、固定架、底座,手机支架,43429661,98636,12%,14.50%,20%
电子产品,支架、固定架、底座,平板电脑支架,43436487,99378,12%,14.50%,20%
电子产品,支架、固定架、底座,耳机支架,43436487,99380,12%,14.50%,20%
电子产品,支架、固定架、底座,智能手表支架,43436487,99382,12%,14.50%,20%
电子产品,支架、固定架、底座,电脑悬挂支架,43436489,970804067,12%,14.50%,20%
电子产品,支架、固定架、底座,笔记本电脑支架,43436489,99383,12%,14.50%,20%
电子产品,支架、固定架、底座,电视屏幕保护膜,89037366,970856631,12%,14.50%,20%
电子产品,麦克风和配件,麦克风,17034934,95141,12%,14.50%,20%
电子产品,麦克风和配件,语音广播系统,17034934,971083532,12%,14.50%,20%
电子产品,麦克风和配件,录音室套件,17034934,971168551,12%,14.50%,20%
电子产品,麦克风和配件,麦克风支架,17034934,97569,12%,14.50%,20%
电子产品,麦克风和配件,麦克风配件,17034934,97589,12%,14.50%,20%
电子产品,显示器和零件,显示器,17034937,91494,12%,14.50%,20%
电子产品,显示器和零件,交互式视频面板,17034937,970739234,12%,14.50%,20%
电子产品,显示器和零件,相机屏幕,17034937,970803519,12%,14.50%,20%
电子产品,耳机和耳麦,摩托车耳机,17034944,970959015,12%,14.50%,20%
电子产品,耳机和耳麦,耳机,17034949,504866264,12%,14.50%,20%
电子产品,U盘与存储卡,刻录光盘,17034950,91295,12%,14.50%,20%
电子产品,安防系统与门禁控制系统,扩音器,17033890,97411,12%,14.50%,20%
电子产品,安防系统与门禁控制系统,家庭安防系统套装,17033891,95830,12%,14.50%,20%
电子产品,安防系统与门禁控制系统,安防系统安装配件,17033891,970583534,12%,14.50%,20%
电子产品,安防系统与门禁控制系统,电视模拟器 ,17033891,970862669,12%,14.50%,20%
电子产品,安防系统与门禁控制系统,工业安全系统,17033891,971047643,12%,14.50%,20%
电子产品,安防系统与门禁控制系统,安全系统信号中继器,17033891,971092829,12%,14.50%,20%
电子产品,安防系统与门禁控制系统,电子钥匙,17037440,14591392,12%,14.50%,20%
电子产品,安防系统与门禁控制系统,读取器,17037440,59468087,12%,14.50%,20%
电子产品,安防系统与门禁控制系统,电子锁,17037440,94536,12%,14.50%,20%
电子产品,安防系统与门禁控制系统,门禁系统,200001716,59468083,12%,14.50%,20%
电子产品,安防系统与门禁控制系统,旋转栅门,200001716,971106337,12%,14.50%,20%
电子产品,安防系统与门禁控制系统,自动门配件、备件,72745915,970619975,12%,14.50%,20%
电子产品,安防系统与门禁控制系统,门窗自动开闭装置,72745915,970952402,12%,14.50%,20%
电子产品,安防系统与门禁控制系统,防盗系统,90486565,970880441,12%,14.50%,20%
电子产品,安防系统与门禁控制系统,电话模型 ,90486565,970958653,12%,14.50%,20%
电子产品,安防系统与门禁控制系统,门禁对讲安装配件,94546379,970981484,12%,14.50%,20%
电子产品,打印机、扫描仪及多功能一体机,复印机,17033894,91514,12%,14.50%,20%
电子产品,打印机、扫描仪及多功能一体机,多功能一体机,17033895,91515,12%,14.50%,20%
电子产品,打印机、扫描仪及多功能一体机,打印机,17033896,91516,12%,14.50%,20%
电子产品,打印机、扫描仪及多功能一体机,收据打印机,17033896,96865,12%,14.50%,20%
电子产品,打印机、扫描仪及多功能一体机,贴纸、标签打印机,17033896,971957387,12%,14.50%,20%
电子产品,打印机、扫描仪及多功能一体机,扫描仪,17033897,91517,12%,14.50%,20%
电子产品,打印机、扫描仪及多功能一体机,迷你打印机,43435088,91518,12%,14.50%,20%
电子产品,投影机,投影仪,17033900,91525,12%,14.50%,20%
电子产品,投影机,图案投影仪,43433075,504866269,12%,14.50%,20%
电子产品,投影机,全息风扇,43433075,970664076,12%,14.50%,20%
电子产品,投影机,像素屏,43433075,970971430,12%,14.50%,20%
电子产品,投影机,投影仪屏幕,89299252,91495,12%,14.50%,20%
电子产品,投影机,投影机备件,89299252,970863485,12%,14.50%,20%
电子产品,投影机,投影屏幕张紧器,89299252,970994386,12%,14.50%,20%
电子产品,打印耗材,打印耗材,17034962,95980,12%,14.50%,20%
电子产品,打印耗材,塑封膜,17034968,97444,12%,14.50%,20%
电子产品,电子产品清洁产品和耗材,数位板手套,17040017,970897014,12%,14.50%,20%
电子产品,电子产品清洁产品和耗材,防尘罩,17040017,971002589,12%,14.50%,20%
电子产品,电子产品清洁产品和耗材,电子清洁刷,17040017,971133788,12%,14.50%,20%
电子产品,电子产品清洁产品和耗材,电子设备清洁工具,43434586,91571,12%,14.50%,20%
电子产品,电子产品清洁产品和耗材,电子产品喷雾,43434586,92710,12%,14.50%,20%
电子产品,电子产品清洁产品和耗材,打印机清洁剂,43434586,95991,12%,14.50%,20%
电子产品,电子产品清洁产品和耗材,防静电清洁手套,43434586,970843176,12%,14.50%,20%
电子产品,电子产品清洁产品和耗材,电子产品清洁布,43434586,99399,12%,14.50%,20%
电子产品,电子产品清洁产品和耗材,清洁铅笔,43434586,99401,12%,14.50%,20%
电子产品,电子产品清洁产品和耗材,电子产品清洁套件,43434586,99402,12%,14.50%,20%
电子产品,背包、套包、包,手提电脑包,17032711,91342,12%,14.50%,20%
电子产品,背包、套包、包,笔记本电脑锁,17032711,91551,12%,14.50%,20%
电子产品,背包、套包、包,光盘存储配件,17033939,970688452,12%,14.50%,20%
电子产品,鼠标垫,鼠标垫,18262767,96808,12%,14.50%,20%
电子产品,加密货币矿工与加密货币钱包,恢复短语存储设备,40674472,971149236,12%,14.50%,20%
电子产品,摄影工作室设备,反射器,17030705,115950045,12%,14.50%,20%
电子产品,摄影工作室设备,投影模具,17030705,971871099,12%,14.50%,20%
电子产品,摄影工作室设备,照片盒,17030705,98549,12%,14.50%,20%
电子产品,摄影工作室设备,摄影伞,17030705,98554,12%,14.50%,20%
电子产品,摄影工作室设备,柔光箱,17030705,99011,12%,14.50%,20%
电子产品,摄影工作室设备,演播室设备,17030710,91750,12%,14.50%,20%
电子产品,摄影工作室设备,暗室配件,200001714,971229598,12%,14.50%,20%
电子产品,摄影工作室设备,Chroma Key抠像背景布,43435609,408451301,12%,14.50%,20%
电子产品,摄影工作室设备,拍照背景支架,43435609,971100222,12%,14.50%,20%
电子产品,摄影工作室设备,照片背景,43435609,98991,12%,14.50%,20%
电子产品,印刷设备,传真机,17033899,91519,12%,14.50%,20%
电子产品,印刷设备,覆膜机,17034717,91558,12%,14.50%,20%
电子产品,印刷设备,装订机，书籍装订机,17034898,91544,12%,14.50%,20%
电子产品,印刷设备,切纸机,17034898,970690301,12%,14.50%,20%
电子产品,印刷设备,绘图仪,24692677,96864,12%,14.50%,20%
电子产品,印刷设备,热压机,93554835,970971656,12%,14.50%,20%
电子产品,印刷设备,标签贴标机,97080284,970958993,12%,14.50%,20%
电子产品,印刷设备,印刷机,97080284,970988679,12%,14.50%,20%
电子产品,印刷设备,印刷机零件,97080284,971941645,12%,14.50%,20%
电子产品,3D 打印和扫描,3D扫描仪,200001524,91513,12%,14.50%,20%
电子产品,3D 打印和扫描,3D打印膜材,200001725,970832318,12%,14.50%,20%
电子产品,智能家居,智能家居设备支架,24695423,972188831,12%,14.50%,20%
电子产品,智能家居,智能家居传感器,24695423,972188832,12%,14.50%,20%
电子产品,智能家居,智能继电器,24695423,972188833,12%,14.50%,20%
电子产品,智能家居,泄漏保护系统,24695423,99436,12%,14.50%,20%
电子产品,电子设备,密码输入板,43433388,98392,12%,14.50%,20%
电子产品,电子设备,在线收银机的保护玻璃,43433389,970803731,12%,14.50%,20%
电子产品,电子设备,在线收银机,43433389,98308,12%,14.50%,20%
电子产品,电子设备,条码扫描器,43434745,98454,12%,14.50%,20%
电子产品,电子设备,电子收银台,43436316,98236,12%,14.50%,20%
电子产品,电子设备,财政数据运营商激活码,89377247,970863796,12%,14.50%,20%
电子产品,电子设备,访客计数器,95449746,661551652,12%,14.50%,20%
电子产品,电子设备,POS机电脑,97855537,970989429,12%,14.50%,20%
电子产品,四旋翼无人机、无人机及机器人,货物抛投系统,92448190,972943129,12%,14.50%,20%
电子产品,智能手机维修零件和工具,手机零件,43430580,504866229,12%,14.50%,20%
电子产品,舞台设备和灯光,迪斯科球,57716001,970882223,12%,14.50%,20%
电子产品,舞台设备和灯光,舞台灯具,57716001,970987978,12%,14.50%,20%
电子产品,舞台设备和灯光,舞台灯光控制器,57716001,970987980,12%,14.50%,20%
电子产品,舞台设备和灯光,灯架,57716001,99023,12%,14.50%,20%
电子产品,舞台设备和灯光,特效发生器液,57716043,718886862,12%,14.50%,20%
电子产品,舞台设备和灯光,特效激光 ,57716043,970693019,12%,14.50%,20%
电子产品,舞台设备和灯光,窗帘复位系统,57716043,971854061,12%,14.50%,20%
电子产品,舞台设备和灯光,舞台设备备件,57716043,971914440,12%,14.50%,20%
电子产品,舞台设备和灯光,特效发生器,57716043,99025,12%,14.50%,20%
电子产品,舞台设备和灯光,舞台设备箱,96449078,970986869,12%,14.50%,20%
电子产品,笔记本电脑更换部件,笔记本电池,43443566,91881,12%,14.50%,20%
电子产品,笔记本电脑更换部件,笔记本电脑外壳元件,75285109,970665294,12%,14.50%,20%
电子产品,办公设备,撕碎机,34238696,96595,12%,14.50%,20%
电子产品,办公设备,钞票检测器,56983376,405801078,12%,14.50%,20%
电子产品,办公设备,硬币清分计数器,56983376,970601774,12%,14.50%,20%
电子产品,办公设备,钞票分点钞机,56983376,970689914,12%,14.50%,20%
电子产品,办公设备,贵金属探测器,56983376,970699947,12%,14.50%,20%
电子产品,办公设备,演示遥控器,92105303,91808,12%,14.50%,20%
电子产品,办公设备,会议联络系统,92105303,970831237,12%,14.50%,20%
电子产品,办公设备,会议对讲设备,92105303,970939159,12%,14.50%,20%
电子产品,音视频设备零配件与附件,音响支架、固定件,95617551,95910,12%,14.50%,20%
电子产品,音视频设备零配件与附件,智能音箱支架,95617551,970959004,12%,14.50%,20%
电子产品,音视频设备零配件与附件,音响设备配件、备件,95617551,970985280,12%,14.50%,20%
电子产品,音视频设备零配件与附件,耳机耳垫,95617551,98638,12%,14.50%,20%
建筑和装修,手柄、锁具及五金配件,门扣，门栓,17037736,504866240,12%,18%,18%
建筑和装修,手柄、锁具及五金配件,锁具,17037736,94526,12%,18%,18%
建筑和装修,手柄、锁具及五金配件,挂锁门搭扣,17037736,94528,12%,18%,18%
建筑和装修,手柄、锁具及五金配件,门把手,17037736,94531,12%,18%,18%
建筑和装修,手柄、锁具及五金配件,锁芯,17037736,94534,12%,18%,18%
建筑和装修,手柄、锁具及五金配件,门环,17037736,970595103,12%,18%,18%
建筑和装修,手柄、锁具及五金配件,自动门挡,17037736,970664218,12%,18%,18%
建筑和装修,手柄、锁具及五金配件,门锁舌,17037736,970676247,12%,18%,18%
建筑和装修,手柄、锁具及五金配件,门开启脚踏垫,17037736,970835649,12%,18%,18%
