一级类目,二级类目,三级类目,categoryId,typeId,rFBS_低档,rFBS_中档,rFBS_高档
运动与休闲,运动器材,手球门,78204196,971304789,12%,14%,18%
运动与休闲,运动器材,战术板,78204196,98149,12%,14%,18%
运动与休闲,运动器材,信号弹发射器,80366159,971454548,12%,14%,18%
运动与休闲,运动器材,系绳球套件,81730445,970707294,12%,14%,18%
运动与休闲,运动器材,拳击袋悬挂装置,85176065,558763361,12%,14%,18%
运动与休闲,运动器材,裁判用锣,85176065,970804441,12%,14%,18%
运动与休闲,运动器材,运动护齿盒,85176065,970829667,12%,14%,18%
运动与休闲,运动器材,运动节拍器计时器,85176065,970853188,12%,14%,18%
运动与休闲,运动器材,拳击反应球,85176065,970872735,12%,14%,18%
运动与休闲,运动器材,拳击保护套件,85176065,970879742,12%,14%,18%
运动与休闲,运动器材,拳击配件,85176065,970995237,12%,14%,18%
运动与休闲,运动器材,拳击设备套件,85176065,971108822,12%,14%,18%
运动与休闲,运动器材,滑冰刀刀片,88899433,970672720,12%,14%,18%
运动与休闲,运动器材,溜冰刀,88899433,970726650,12%,14%,18%
运动与休闲,运动器材,曲棍球套装,88899433,970736835,12%,14%,18%
运动与休闲,运动器材,冰球配件,88899433,971104974,12%,14%,18%
运动与休闲,运动器材,冰球杆专用胶带,88899433,98176,12%,14%,18%
运动与休闲,运动器材,冰球、地板球训练器,88899433,98410,12%,14%,18%
运动与休闲,运动器材,水下声音信号装置,89280912,814037086,12%,14%,18%
运动与休闲,运动器材,潜水负重,89280912,863256797,12%,14%,18%
运动与休闲,运动器材,潜水呼吸器,89280912,970662052,12%,14%,18%
运动与休闲,运动器材,潜水配件,89280912,970743108,12%,14%,18%
运动与休闲,运动器材,潜水电脑,89280912,970743120,12%,14%,18%
运动与休闲,运动器材,水下拖航机,89280912,970885558,12%,14%,18%
运动与休闲,运动器材,网球网,89285132,94144,12%,14%,18%
运动与休闲,运动器材,乒乓球网,89285132,94147,12%,14%,18%
运动与休闲,运动器材,网球发球机,89285132,96934,12%,14%,18%
运动与休闲,运动器材,网球篮,89285132,970707283,12%,14%,18%
运动与休闲,运动器材,沙滩网球套装,89285132,970716313,12%,14%,18%
运动与休闲,运动器材,球拍胶带,89285132,971040952,12%,14%,18%
运动与休闲,运动器材,乒乓球球拍垫清洁剂,89285132,971153195,12%,14%,18%
运动与休闲,运动器材,网球配件,89285132,98158,12%,14%,18%
运动与休闲,运动器材,排球网,89292631,970658825,12%,14%,18%
运动与休闲,运动器材,排球标志杆,89292631,970666944,12%,14%,18%
运动与休闲,运动器材,排球配件,89292631,970666948,12%,14%,18%
运动与休闲,运动器材,运动绳,91116879,94267,12%,14%,18%
运动与休闲,运动器材,田径配件,91116879,970702163,12%,14%,18%
运动与休闲,运动器材,田径跨栏架,91116879,970884221,12%,14%,18%
运动与休闲,运动器材,铁饼?,91116879,970884224,12%,14%,18%
运动与休闲,运动器材,投掷球,91116879,970884225,12%,14%,18%
运动与休闲,运动器材,投掷沙袋,91116879,970986062,12%,14%,18%
运动与休闲,运动器材,足尖带,91116879,971133764,12%,14%,18%
运动与休闲,运动器材,艺术体操彩带,91116879,98148,12%,14%,18%
运动与休闲,运动器材,奖牌挂架,91116879,98333,12%,14%,18%
运动与休闲,运动器材,棒球配件,91650956,970628947,12%,14%,18%
运动与休闲,运动器材,棒球手套,91650956,970889537,12%,14%,18%
运动与休闲,高尔夫球杆,冰球杆,17033793,95313,12%,14%,18%
运动与休闲,高尔夫球杆,软式曲棍球棒,17033793,970849576,12%,14%,18%
运动与休闲,高尔夫球杆,高尔夫曲棍,77338915,970673986,12%,14%,18%
运动与休闲,地毯和垫子,训练模拟器垫 ,17036379,504866186,12%,14%,18%
运动与休闲,地毯和垫子,旅行垫,17036379,95076,12%,14%,18%
运动与休闲,地毯和垫子,旅游垫,17036379,95079,12%,14%,18%
运动与休闲,地毯和垫子,运动垫,17036379,95080,12%,14%,18%
运动与休闲,地毯和垫子,运动地垫,17036379,95081,12%,14%,18%
运动与休闲,地毯和垫子,自充气枕头,17036379,970976229,12%,14%,18%
运动与休闲,船只和舷外发动机,电机冲洗套件,17033799,971422088,12%,14%,18%
运动与休闲,船只和舷外发动机,船只维修套件,17033800,94372,12%,14%,18%
运动与休闲,船只和舷外发动机,维修套件,17033800,96914,12%,14%,18%
运动与休闲,船只和舷外发动机,船用保养品,17033800,970939517,12%,14%,18%
运动与休闲,船只和舷外发动机,船舶维修、保养配件,17033800,970939521,12%,14%,18%
运动与休闲,船只和舷外发动机,船,17033801,94373,12%,14%,18%
运动与休闲,船只和舷外发动机,桨,17036389,94363,12%,14%,18%
运动与休闲,船只和舷外发动机,游艇航行,200000762,971315212,12%,14%,18%
运动与休闲,船只和舷外发动机,游艇配件,200000762,971453365,12%,14%,18%
运动与休闲,船只和舷外发动机,浮筒,200000764,971220179,12%,14%,18%
运动与休闲,船只和舷外发动机,浮箱,200000764,971413694,12%,14%,18%
运动与休闲,船只和舷外发动机,皮划艇/独木舟防水裙,200000994,971364401,12%,14%,18%
运动与休闲,船只和舷外发动机,照明弹，信号火箭,200001231,970628340,12%,14%,18%
运动与休闲,船只和舷外发动机,脚蹬船,24147645,96911,12%,14%,18%
运动与休闲,船只和舷外发动机,船座,24147647,96918,12%,14%,18%
运动与休闲,船只和舷外发动机,船座支架,24147647,971002074,12%,14%,18%
运动与休闲,船只和舷外发动机,锚转环,43436550,970849111,12%,14%,18%
运动与休闲,船只和舷外发动机,锚眼,43436550,971006841,12%,14%,18%
运动与休闲,船只和舷外发动机,起锚绞车,43436550,971061331,12%,14%,18%
运动与休闲,船只和舷外发动机,船锚,43436550,97907,12%,14%,18%
运动与休闲,船只和舷外发动机,锚绳,43436550,99121,12%,14%,18%
运动与休闲,船只和舷外发动机,船用螺丝 ,88945948,94364,12%,14%,18%
运动与休闲,船只和舷外发动机,船用红绿舷灯,88945948,970729003,12%,14%,18%
运动与休闲,船只和舷外发动机,舵轮,88945948,970801253,12%,14%,18%
运动与休闲,船只和舷外发动机,船用电气元件,88945948,970851806,12%,14%,18%
运动与休闲,船只和舷外发动机,船舶配件,88945948,970861825,12%,14%,18%
运动与休闲,船只和舷外发动机,船用发动机垫片,88945948,971072582,12%,14%,18%
运动与休闲,船只和舷外发动机,帆船游艇,94089793,970981081,12%,14%,18%
运动与休闲,船只和舷外发动机,游艇餐具,94089797,970957916,12%,14%,18%
运动与休闲,滑雪板,越野滑雪板,17036392,93607,12%,14%,18%
运动与休闲,滑雪板,越野滑雪套装,17036392,93609,12%,14%,18%
运动与休闲,滑雪板,滑雪板,17036393,93608,12%,14%,18%
运动与休闲,滑雪板,山地滑雪装备,17036393,93610,12%,14%,18%
运动与休闲,滑雪板,迷你滑雪板,17036396,93611,12%,14%,18%
运动与休闲,滑雪板,单板滑雪,17036397,93612,12%,14%,18%
运动与休闲,滑雪板,滑雪板套装,17036397,93613,12%,14%,18%
运动与休闲,滑雪板,单板滑雪板,17036397,971109540,12%,14%,18%
运动与休闲,滑雪板,雪滑板,17036399,93614,12%,14%,18%
运动与休闲,滑雪板,旱地滑雪板,43433204,98383,12%,14%,18%
运动与休闲,滑雪板,狩猎滑雪板,43433205,97971,12%,14%,18%
运动与休闲,野营家具,折叠家具套装,17033252,94447,12%,14%,18%
运动与休闲,野营家具,折叠旅游柜,17033252,94453,12%,14%,18%
运动与休闲,野营家具,旅游桌收纳架,17033252,971289485,12%,14%,18%
运动与休闲,野营家具,野营厨房,17033252,98559,12%,14%,18%
运动与休闲,野营家具,折叠旅游桌,17033255,94449,12%,14%,18%
运动与休闲,野营家具,折叠式旅游椅,17033256,94450,12%,14%,18%
运动与休闲,野营家具,钓鱼平台,17033256,970954001,12%,14%,18%
运动与休闲,野营家具,户外折叠椅配件,17033256,971410190,12%,14%,18%
运动与休闲,野营家具,折叠式旅游床,17036404,94446,12%,14%,18%
运动与休闲,野营家具,折叠旅行床配件,17036404,971036157,12%,14%,18%
运动与休闲,球，羽毛球，体操器械,体操球,17033266,93561,12%,14%,18%
运动与休闲,球，羽毛球，体操器械,儿童球,17033267,93562,12%,14%,18%
运动与休闲,球，羽毛球，体操器械,网球,17033270,93564,12%,14%,18%
运动与休闲,球，羽毛球，体操器械,壁球,17033270,970658590,12%,14%,18%
运动与休闲,球，羽毛球，体操器械,篮球,17033271,93558,12%,14%,18%
运动与休闲,球，羽毛球，体操器械,排球,17033271,93559,12%,14%,18%
运动与休闲,球，羽毛球，体操器械,手球,17033271,93560,12%,14%,18%
运动与休闲,球，羽毛球，体操器械,足球,17033271,93565,12%,14%,18%
运动与休闲,球，羽毛球，体操器械,迷你足球用球,17033271,971066733,12%,14%,18%
运动与休闲,球，羽毛球，体操器械,美式橄榄球,17033271,97933,12%,14%,18%
运动与休闲,球，羽毛球，体操器械,橄榄球,17033271,98040,12%,14%,18%
运动与休闲,球，羽毛球，体操器械,弩式手枪、吹管用飞镖,17036409,93552,12%,14%,18%
运动与休闲,球，羽毛球，体操器械,弓箭,17036409,93553,12%,14%,18%
运动与休闲,球，羽毛球，体操器械,弩箭,17036409,93570,12%,14%,18%
运动与休闲,球，羽毛球，体操器械,箭用配件,17036409,970676549,12%,14%,18%
运动与休闲,球，羽毛球，体操器械,羽毛球,17036410,93551,12%,14%,18%
运动与休闲,球，羽毛球，体操器械,医用健身球,17036413,93554,12%,14%,18%
运动与休闲,球，羽毛球，体操器械,彩色球池球,17036421,93572,12%,14%,18%
运动与休闲,球，羽毛球，体操器械,乒乓球,17036422,93573,12%,14%,18%
运动与休闲,球，羽毛球，体操器械,棒球,43433213,98976,12%,14%,18%
运动与休闲,球，羽毛球，体操器械,运动按摩球,43433216,93563,12%,14%,18%
运动与休闲,球，羽毛球，体操器械,福乐球,43433218,970849578,12%,14%,18%
运动与休闲,球，羽毛球，体操器械,曲棍球,43433218,98153,12%,14%,18%
运动与休闲,球，羽毛球，体操器械,冰球,43436022,93571,12%,14%,18%
运动与休闲,球，羽毛球，体操器械,高尔夫球,77338627,970673984,12%,14%,18%
运动与休闲,球，羽毛球，体操器械,系绳球,81730437,970707293,12%,14%,18%
运动与休闲,球，羽毛球，体操器械,板式网球,81730437,971061152,12%,14%,18%
运动与休闲,球，羽毛球，体操器械,地掷球套装,86925795,558867338,12%,14%,18%
运动与休闲,球，羽毛球，体操器械,水球,89298200,970681913,12%,14%,18%
运动与休闲,充气家具,泵,17033279,91467,12%,14%,18%
运动与休闲,充气家具,针头、球形奶嘴,17033279,970861190,12%,14%,18%
运动与休闲,充气家具,充气泳圈,17036433,95729,12%,14%,18%
运动与休闲,充气家具,充气门,17036433,95730,12%,14%,18%
运动与休闲,充气家具,充气杯托,17036433,970806857,12%,14%,18%
运动与休闲,充气家具,充气修补套装,17036433,970989170,12%,14%,18%
运动与休闲,充气家具,可拖曳水上游乐设施,17036433,971747768,12%,14%,18%
运动与休闲,充气家具,充气床垫阀,200000743,971198231,12%,14%,18%
运动与休闲,充气家具,充气沙发,43433221,95724,12%,14%,18%
运动与休闲,充气家具,充气椅,43433221,95725,12%,14%,18%
运动与休闲,充气家具,充气床,43433221,95727,12%,14%,18%
运动与休闲,充气家具,充气床垫,43433221,95728,12%,14%,18%
运动与休闲,充气家具,充气坐垫,43433221,95732,12%,14%,18%
运动与休闲,刀、斧头、铲子,野营铲,17033285,94454,12%,14%,18%
运动与休闲,刀、斧头、铲子,冲洗托盘,17033285,970803632,12%,14%,18%
运动与休闲,刀、斧头、铲子,野营锯子,17036437,94459,12%,14%,18%
运动与休闲,刀、斧头、铲子,旅游斧头,17036437,94461,12%,14%,18%
运动与休闲,刀、斧头、铲子,野营锤,17036437,98357,12%,14%,18%
运动与休闲,刀、斧头、铲子,冰镐,30671414,97987,12%,14%,18%
运动与休闲,刀、斧头、铲子,雪崩铲,30671423,97969,12%,14%,18%
运动与休闲,口罩和眼镜,运动面罩、眼镜配件,17036443,95323,12%,14%,18%
运动与休闲,口罩和眼镜,滑雪面罩,17036443,95325,12%,14%,18%
运动与休闲,口罩和眼镜,游泳面罩,17036444,95326,12%,14%,18%
运动与休闲,口罩和眼镜,游泳镜,17036444,95330,12%,14%,18%
运动与休闲,口罩和眼镜,潜水面罩,17036444,971806639,12%,14%,18%
运动与休闲,帐篷、遮阳篷、帐篷和睡袋,睡袋衬垫 ,17029614,115948445,12%,14%,18%
运动与休闲,帐篷、遮阳篷、帐篷和睡袋,睡袋,17029614,93529,12%,14%,18%
运动与休闲,帐篷、遮阳篷、帐篷和睡袋,帐篷,17033293,93519,12%,14%,18%
运动与休闲,帐篷、遮阳篷、帐篷和睡袋,儿童游戏帐篷,17033294,93520,12%,14%,18%
运动与休闲,帐篷、遮阳篷、帐篷和睡袋,户外天幕,17033297,93518,12%,14%,18%
运动与休闲,帐篷、遮阳篷、帐篷和睡袋,遮阳篷,17033297,93523,12%,14%,18%
运动与休闲,帐篷、遮阳篷、帐篷和睡袋,旅游帐篷,17033297,93526,12%,14%,18%
运动与休闲,帐篷、遮阳篷、帐篷和睡袋,汽车前挡风玻璃防冻罩,17033297,970669867,12%,14%,18%
运动与休闲,帐篷、遮阳篷、帐篷和睡袋,帐篷地板,43430648,196128739,12%,14%,18%
运动与休闲,帐篷、遮阳篷、帐篷和睡袋,帐篷拉线 ,43430648,196128744,12%,14%,18%
运动与休闲,帐篷、遮阳篷、帐篷和睡袋,帐篷地钉套装,43430648,93516,12%,14%,18%
运动与休闲,帐篷、遮阳篷、帐篷和睡袋,帐篷维修套件,43430648,93522,12%,14%,18%
运动与休闲,帐篷、遮阳篷、帐篷和睡袋,帐篷收纳箱,43430648,970795346,12%,14%,18%
运动与休闲,帐篷、遮阳篷、帐篷和睡袋,帐篷配件,43430648,970805528,12%,14%,18%
运动与休闲,帐篷、遮阳篷、帐篷和睡袋,帐篷屋顶,43430648,971196222,12%,14%,18%
运动与休闲,气动武器和弩,运动弓,43433227,94116,12%,14%,18%
运动与休闲,气动武器和弩,传统洋葱,43433227,971367781,12%,14%,18%
运动与休闲,气动武器和弩,记时仪,44247327,99428,12%,14%,18%
运动与休闲,气动武器和弩,捕鱼鱼叉 ,71188777,834404553,12%,14%,18%
运动与休闲,气动武器和弩,鱼叉钓弩,71188777,834404554,12%,14%,18%
运动与休闲,气动武器和弩,水下狩猎气动鱼叉,71188777,834539505,12%,14%,18%
运动与休闲,气动武器和弩,烟雾弹,74285746,970671462,12%,14%,18%
运动与休闲,气动武器和弩,吹管,85943381,970779723,12%,14%,18%
运动与休闲,电动交通工具,双轮平衡车,17033307,92972,12%,14%,18%
运动与休闲,电动交通工具,赛格威电动平衡车,17033307,92976,12%,14%,18%
运动与休闲,电动交通工具,单轮车,17033309,92974,12%,14%,18%
运动与休闲,电动交通工具,平衡车、电动独轮车配件,43443699,96959,12%,14%,18%
运动与休闲,飞行器以及极限运动,降落伞,200000564,971116208,12%,14%,18%
运动与休闲,飞行器以及极限运动,跳伞用品,200000564,971116268,12%,14%,18%
运动与休闲,飞行器以及极限运动,主降落伞自由包,200000564,971116281,12%,14%,18%
运动与休闲,飞行器以及极限运动,备用降落伞自由包,200000564,971116293,12%,14%,18%
运动与休闲,飞行器以及极限运动,动力三角翼,200001665,972140463,12%,14%,18%
运动与休闲,飞行器以及极限运动,滑翔伞,200001665,972140464,12%,14%,18%
运动与休闲,飞行器以及极限运动,滑翔机,200001665,972140467,12%,14%,18%
运动与休闲,冰壺,冰壶配件,200001039,971416340,12%,14%,18%
运动与休闲,马戏团道具,马戏团独轮车,75165297,970661630,12%,14%,18%
运动与休闲,马戏团道具,马戏团高跷,75165376,970661629,12%,14%,18%
运动与休闲,马戏团道具,体操平衡训练器械,75165376,970662580,12%,14%,18%
运动与休闲,马戏团道具,LED发光球形道具,75165376,970665374,12%,14%,18%
运动与休闲,马戏团道具,空竹,75165376,970665376,12%,14%,18%
运动与休闲,马戏团道具,爵士舞拐杖,75165376,971326756,12%,14%,18%
运动与休闲,马戏团道具,空气层面料,75165376,971895002,12%,14%,18%
运动与休闲,马戏团道具,豆袋沙发,76060774,970664977,12%,14%,18%
运动与休闲,马戏团道具,杂耍道具,76060774,970665315,12%,14%,18%
运动与休闲,马戏团道具,马戏表演配件,76096734,970665558,12%,14%,18%
运动与休闲,马戏团道具,空中体操环,76096734,971304478,12%,14%,18%
运动与休闲,击剑,击剑裁判器,76486601,970666955,12%,14%,18%
运动与休闲,击剑,击剑用花剑,76494637,970666960,12%,14%,18%
运动与休闲,击剑,击剑用军刀,76494637,970666962,12%,14%,18%
运动与休闲,击剑,花剑,76494637,970666970,12%,14%,18%
运动与休闲,击剑,击剑武器配件,76494734,970666969,12%,14%,18%
运动与休闲,击剑,击剑面具,76513827,970667000,12%,14%,18%
运动与休闲,击剑,击剑绳索,76778626,970666961,12%,14%,18%
运动与休闲,击剑,击剑靶,76778626,970666998,12%,14%,18%
运动与休闲,击剑,击剑保护面罩,76778626,970667772,12%,14%,18%
运动与休闲,舞蹈配件,舞蹈配件,76898647,970941851,12%,14%,18%
运动与休闲,舞蹈配件,舞蹈架,76899012,970670230,12%,14%,18%
运动与休闲,舞蹈配件,舞蹈钢管,76899012,971371211,12%,14%,18%
运动与休闲,马术运动,兴趣跳马,200000827,971083568,12%,14%,18%
运动与休闲,马术运动,马具笼头,77024244,970616313,12%,14%,18%
运动与休闲,马术运动,马术运动配件,77024244,970671326,12%,14%,18%
运动与休闲,马术运动,马术运动鞭子,77024244,970685460,12%,14%,18%
运动与休闲,马术运动,马铃铛,77024244,970703594,12%,14%,18%
运动与休闲,马术运动,马笼套,77024244,970703598,12%,14%,18%
运动与休闲,马术运动,马衣,77024244,970713670,12%,14%,18%
运动与休闲,马术运动,马笼头,77024244,970713671,12%,14%,18%
运动与休闲,马术运动,马肚带,77024244,970713673,12%,14%,18%
运动与休闲,马术运动,马镫革,77024244,970713674,12%,14%,18%
运动与休闲,马术运动,马牵绳,77024244,970713675,12%,14%,18%
运动与休闲,马术运动,马腿护具,77024244,970713676,12%,14%,18%
运动与休闲,马术运动,马镫,77024244,970713677,12%,14%,18%
运动与休闲,马术运动,马缰绳,77024244,970896108,12%,14%,18%
运动与休闲,马术运动,马用眉带,77024244,970896109,12%,14%,18%
运动与休闲,马术运动,马用毛皮护耳,77024244,970896111,12%,14%,18%
运动与休闲,马术运动,马衔扣,77024244,970896148,12%,14%,18%
运动与休闲,马术运动,马具护理剂,77024244,971040005,12%,14%,18%
运动与休闲,马术运动,马绳,77024244,971110520,12%,14%,18%
运动与休闲,马术运动,马鞍垫,77024244,98327,12%,14%,18%
运动与休闲,马术运动,马鞍,78946563,970685470,12%,14%,18%
运动与休闲,彩弹射击,彩弹球,77038915,970669338,12%,14%,18%
运动与休闲,彩弹射击,彩弹填充站,77040462,970671360,12%,14%,18%
运动与休闲,彩弹射击,彩弹球高压压缩机,77040462,970671361,12%,14%,18%
运动与休闲,彩弹射击,彩弹防护面罩,77040462,970671457,12%,14%,18%
运动与休闲,彩弹射击,彩弹射击配件,77040462,970671483,12%,14%,18%
运动与休闲,运动套和包,狩猎设备盒,17033936,971284636,12%,14%,18%
运动与休闲,运动套和包,鱼饵存储器,17036271,91316,12%,14%,18%
运动与休闲,运动套和包,钓鱼活鱼桶,17036271,94391,12%,14%,18%
运动与休闲,运动套和包,钓鱼收纳箱,17036271,95489,12%,14%,18%
运动与休闲,运动套和包,钓鱼者用箱,17036271,95510,12%,14%,18%
运动与休闲,运动套和包,钓鱼箱配件,17036271,971882371,12%,14%,18%
运动与休闲,运动套和包,折叠水桶,17036271,98157,12%,14%,18%
运动与休闲,运动套和包,运动袋,17037822,115950834,12%,14%,18%
运动与休闲,运动套和包,密封箱,17037822,696729464,12%,14%,18%
运动与休闲,运动套和包,跑步腰带,17037822,91327,12%,14%,18%
运动与休闲,运动套和包,"冰刀套
",17037822,91368,12%,14%,18%
运动与休闲,运动套和包,运动器材包,17037822,91378,12%,14%,18%
运动与休闲,运动套和包,密封袋,17037822,93527,12%,14%,18%
运动与休闲,运动套和包,气密盖,17037822,94285,12%,14%,18%
运动与休闲,运动套和包,防水袋套装,17037822,94299,12%,14%,18%
运动与休闲,运动套和包,存放滑板车罩,17037822,970683155,12%,14%,18%
运动与休闲,运动套和包,冰球包,17037822,97995,12%,14%,18%
运动与休闲,运动套和包,头盔套,17037822,98177,12%,14%,18%
运动与休闲,运动套和包,自行车套,17037822,98358,12%,14%,18%
运动与休闲,运动套和包,钓鱼、狩猎装备保护套,17038531,96938,12%,14%,18%
运动与休闲,运动套和包,浮筒用管,17038531,98060,12%,14%,18%
运动与休闲,运动套和包,弹药箱,200000817,971284501,12%,14%,18%
运动与休闲,运动套和包,背包套,43443614,91376,12%,14%,18%
运动与休闲,运动套和包,背包束带,43443614,97973,12%,14%,18%
运动与休闲,运动套和包,背包内衬,43443614,98018,12%,14%,18%
运动与休闲,运动套和包,对讲机套,90377135,970783339,12%,14%,18%
运动与休闲,运动套和包,双筒望远镜盒,90377135,970872108,12%,14%,18%
运动与休闲,饵料、香料、鱼饵,垂钓诱饵,17030869,91929,12%,14%,18%
运动与休闲,饵料、香料、鱼饵,诱饵、鱼饵,17030869,971073325,12%,14%,18%
运动与休闲,饵料、香料、鱼饵,钓鱼饵调味料,17037269,91920,12%,14%,18%
运动与休闲,水上运动和娱乐,皮筏艇,43430777,94367,12%,14%,18%
运动与休闲,水上运动和娱乐,皮艇,43443693,94362,12%,14%,18%
运动与休闲,水上运动和娱乐,SUP桨板,43443694,96919,12%,14%,18%
运动与休闲,水上运动和娱乐,尾波板,43443694,970667731,12%,14%,18%
运动与休闲,水上运动和娱乐,跪式滑水板,43443694,970739432,12%,14%,18%
运动与休闲,水上运动和娱乐,风帆板,43443694,970739444,12%,14%,18%
运动与休闲,水上运动和娱乐,尾流冲浪板,43443694,970780459,12%,14%,18%
运动与休闲,水上运动和娱乐,滑水板,76771358,970667732,12%,14%,18%
运动与休闲,水上运动和娱乐,冲浪板,84568761,970739431,12%,14%,18%
运动与休闲,水上运动和娱乐,动力伞风筝,84568830,970739435,12%,14%,18%
运动与休闲,水上运动和娱乐,水翼船,84568830,971426128,12%,14%,18%
运动与休闲,水上运动和娱乐,风翼冲浪,84568830,971891914,12%,14%,18%
运动与休闲,水上运动和娱乐,风筝板,84568841,970739436,12%,14%,18%
运动与休闲,水上运动和娱乐,风筝冲浪配件与零件,85946811,970573782,12%,14%,18%
运动与休闲,水上运动和娱乐,桨板冲浪帆,85946811,970699213,12%,14%,18%
运动与休闲,水上运动和娱乐,SUP板座椅,85946811,970699214,12%,14%,18%
运动与休闲,水上运动和娱乐,SUP板桨 ,85946811,970699215,12%,14%,18%
运动与休闲,水上运动和娱乐,冲浪板专用鱼鳍,85946811,970699216,12%,14%,18%
运动与休闲,水上运动和娱乐,风帆冲浪帆,85946811,970739442,12%,14%,18%
运动与休闲,水上运动和娱乐,浮潜面具,85946811,970739448,12%,14%,18%
运动与休闲,水上运动和娱乐,SUP桨板配件、备件,85946811,970779855,12%,14%,18%
运动与休闲,水上运动和娱乐,帆板运动配件、备件,85946811,970780199,12%,14%,18%
运动与休闲,水上运动和娱乐,滑水橇配件、备件,85946811,970780203,12%,14%,18%
运动与休闲,水上运动和娱乐,皮划艇、独木舟配件及备件,85946811,970780259,12%,14%,18%
运动与休闲,水上运动和娱乐,皮划艇桨，皮划艇桨,85946811,970780331,12%,14%,18%
运动与休闲,水上运动和娱乐,冲浪配件、备件,85946811,970780335,12%,14%,18%
运动与休闲,水上运动和娱乐,浮潜配件、备件,85946811,970780403,12%,14%,18%
运动与休闲,水上运动和娱乐,尾波滑水配件、备件,85946811,970780416,12%,14%,18%
运动与休闲,水上运动和娱乐,帆船运动配件、备件,85946811,971009879,12%,14%,18%
运动与休闲,水上运动和娱乐,水翼板翼,85946811,971152302,12%,14%,18%
运动与休闲,水上运动和娱乐,尾波滑水板、滑水橇用拖绳,85946811,971442675,12%,14%,18%
运动与休闲,保龄球,保龄球配件,86811921,970800763,12%,14%,18%
运动与休闲,保龄球,保龄球手套,86811947,970800623,12%,14%,18%
运动与休闲,保龄球,保龄球,86811969,970800650,12%,14%,18%
运动与休闲,金属探测器与附属品,金属探测器配件,87918238,970966336,12%,14%,18%
运动与休闲,金属探测器与附属品,搜索挖泥船,87918238,971079729,12%,14%,18%
运动与休闲,金属探测器与附属品,丝圈门垫,87918238,971219832,12%,14%,18%
运动与休闲,金属探测器与附属品,金属探测器耳机 ,87918238,97479,12%,14%,18%
运动与休闲,框架型蹦床和配件,充气杂技跑道,74818563,971816851,12%,14%,18%
运动与休闲,框架型蹦床和配件,蹦床,82264513,84867453,12%,14%,18%
运动与休闲,框架型蹦床和配件,蹦床保护垫,89293458,971092790,12%,14%,18%
运动与休闲,框架型蹦床和配件,蹦床配件,89293458,971414055,12%,14%,18%
运动与休闲,运动类游戏桌,运动桌游,200000785,122770106,12%,14%,18%
运动与休闲,运动类游戏桌,桌上足球,200000785,970690044,12%,14%,18%
运动与休闲,运动类游戏桌,游戏桌,43429911,95680,12%,14%,18%
运动与休闲,运动类游戏桌,桌式足球,92121884,970915222,12%,14%,18%
运动与休闲,运动类游戏桌,曲棍球锦标赛,92121884,970915360,12%,14%,18%
文具,印章和戳印,印章、图章配件,17033322,96732,12%,14%,18%
文具,印章和戳印,海绵印台,17034779,96737,12%,14%,18%
文具,印章和戳印,印章,17034781,115948239,12%,14%,18%
文具,印章和戳印,印章,17034781,96739,12%,14%,18%
文具,印章和戳印,印章、图章制作配件,200000034,971078138,12%,14%,18%
文具,印章和戳印,标签枪,34764429,970778135,12%,14%,18%
文具,印章和戳印,标价枪,34764429,98207,12%,14%,18%
文具,纸,相纸,17034782,91415,12%,14%,18%
文具,纸,磁性纸,17034782,99091,12%,14%,18%
文具,纸,创意用纸,200000857,970736881,12%,14%,18%
文具,纸,打印纸,41588671,91400,12%,14%,18%
文具,纸,绘图纸,41588671,91404,12%,14%,18%
文具,纸,宽幅纸张,41588671,91405,12%,14%,18%
文具,纸,彩色纸,41588671,91406,12%,14%,18%
文具,纸,办公用纸,41588671,91411,12%,14%,18%
文具,纸,彩色铝箔纸,41588671,970778039,12%,14%,18%
文具,纸,绘画纸,41588672,91401,12%,14%,18%
文具,纸,描图纸,41588682,91409,12%,14%,18%
文具,纸,纸板,42870160,91410,12%,14%,18%
文具,纸,发泡板,42870160,970957182,12%,14%,18%
文具,纸,收银纸,43433233,257342270,12%,14%,18%
文具,纸,自粘膜,43434520,257342290,12%,14%,18%
文具,纸制品,登记本,17033325,94098,12%,14%,18%
文具,纸制品,处方簿,17033325,95788,12%,14%,18%
文具,纸制品,病历卡,17033325,970637806,12%,14%,18%
文具,纸制品,疫苗接种证书,17033325,970680513,12%,14%,18%
文具,纸制品,就业记录簿,17033325,98472,12%,14%,18%
文具,纸制品,本子,17033335,94103,12%,14%,18%
文具,纸制品,带可更换笔记本,17033335,97873,12%,14%,18%
文具,纸制品,笔记本,17034785,94091,12%,14%,18%
文具,纸制品,记事本,17034785,94096,12%,14%,18%
文具,纸制品,电话簿,17034785,94102,12%,14%,18%
文具,纸制品,个人日记,17034787,94092,12%,14%,18%
文具,纸制品,学生日程本,17034787,94093,12%,14%,18%
文具,纸制品,读者日记,17034787,971071471,12%,14%,18%
文具,纸制品,朋友问卷,17034787,971074115,12%,14%,18%
文具,纸制品,日程本,17034788,94094,12%,14%,18%
文具,纸制品,周计划本,17034788,94095,12%,14%,18%
文具,纸制品,计划本,17034788,94100,12%,14%,18%
文具,纸制品,班级成绩登记册,17034791,94097,12%,14%,18%
文具,纸制品,识别腕带,200000052,971057908,12%,14%,18%
文具,纸制品,愿望册，愿望树,200000327,93769,12%,14%,18%
文具,纸制品,留言簿,200000327,971075374,12%,14%,18%
